age,arab,children_0_4,lwage_2011,marital,schooling,status,yeshiva
32,0,2,5.148421,1,15,1,0
21,0,0,,4,12,4,0
47,0,0,4.25072,1,12,1,0
39,0,1,4.006115,1,16,1,0
21,0,0,3.78419,1,11,1,0
21,0,0,,4,12,4,0
15,0,0,,4,11,4,0
17,0,0,,4,12,4,0
54,0,0,4.937072,1,16,1,0
42,0,0,4.548229,1,14,1,0
15,0,0,,4,10,4,0
21,0,0,,4,12,4,0
26,0,0,3.589344,4,15,1,0
21,0,0,3.51438,4,12,1,0
71,0,0,,1,13,4,0
79,0,0,,1,10,4,0
21,0,0,3.265574,4,12,1,0
51,0,0,3.607208,1,16,1,0
32,0,1,3.25174,1,15,1,0
26,0,0,,4,12,4,0
21,0,0,,4,13,4,0
21,0,0,4.562952,4,13,1,0
48,0,0,4.563,1,16,1,0
16,0,0,3.57274,4,10,1,0
43,0,0,3.719581,1,15,1,0
66,0,0,4.365633,1,12,1,0
32,0,2,3.445348,4,12,1,0
31,0,0,3.736377,4,15,1,0
61,0,0,4.088554,1,12,1,0
17,0,0,,4,12,4,0
34,0,3,3.833624,1,12,1,0
39,0,0,3.425533,1,12,1,0
49,1,2,3.199273,1,14,1,0
70,0,0,,1,18,4,0
21,0,0,,4,12,4,0
21,0,0,,4,12,4,0
57,0,0,3.297401,5,12,1,0
31,0,0,3.829745,1,16,1,0
21,0,0,3.399849,4,12,1,0
60,0,0,,1,14,4,0
42,0,2,3.176657,2,12,2,0
78,0,0,,1,14,4,0
47,0,0,3.580721,1,12,1,0
59,0,0,3.869805,2,14,1,0
72,0,0,,1,14,4,0
27,0,0,3.176657,4,14,1,0
87,0,0,,1,16,4,0
27,0,0,2.275074,4,16,1,0
27,0,0,2.874579,4,14,1,0
72,0,0,,1,12,4,0
44,0,0,4.029504,1,12,1,0
17,0,0,,4,11,4,0
41,0,0,3.880163,1,12,1,0
28,0,0,3.339504,4,14,1,0
32,0,0,4.545264,4,20,1,0
69,0,0,,1,17,4,0
21,0,1,,4,12,4,0
43,0,1,3.423277,1,12,1,0
34,0,0,3.583647,4,14,1,0
62,0,0,3.190486,1,11,1,0
37,0,0,3.356728,4,12,1,0
48,0,0,4.45648,1,14,1,0
21,0,0,2.445121,4,12,1,0
47,0,1,4.665485,1,17,1,0
17,0,1,,4,12,4,0
53,0,1,4.475539,1,12,1,0
16,0,0,,4,10,4,0
79,0,0,,3,2,4,0
41,0,0,3.576728,4,12,1,0
21,0,0,3.569598,4,12,1,0
71,0,0,,1,10,4,0
40,0,0,4.403204,1,14,1,0
91,0,0,,1,7,4,0
74,0,0,,2,12,4,0
61,0,0,3.257287,1,12,1,0
55,0,0,,1,10,4,0
38,0,1,4.338697,1,17,1,0
41,0,0,3.896707,1,14,1,0
16,0,0,,4,10,4,0
16,0,0,,4,10,4,0
44,0,0,4.194232,1,14,1,0
78,0,0,,1,16,4,0
29,0,2,3.755967,1,12,1,0
52,0,0,3.472318,1,12,1,0
48,0,0,3.912946,1,12,1,0
27,0,0,3.370891,1,12,1,0
58,0,0,3.635344,4,12,1,0
21,0,0,3.293656,4,10,1,0
50,0,0,3.158261,1,12,1,0
76,0,0,,1,8,4,0
78,0,0,,1,12,4,0
72,0,0,3.324421,1,10,1,0
55,0,0,3.620052,1,14,1,0
37,0,0,3.266455,2,10,1,0
26,0,0,3.570148,4,12,1,0
57,0,0,3.846899,1,8,1,0
54,0,0,4.259487,1,12,1,0
21,0,0,,4,13,4,0
16,0,0,,4,11,4,0
21,0,0,,4,12,4,0
64,0,0,4.004845,1,15,1,0
49,0,1,2.624769,1,11,1,0
32,0,1,4.283756,1,18,1,0
49,0,0,3.38941,1,16,1,0
42,0,0,3.689374,1,14,1,0
21,0,0,,4,8,4,0
63,0,0,,1,12,4,0
37,0,1,5.094048,1,17,1,0
16,0,0,,4,10,4,0
15,0,0,,4,10,4,0
48,0,0,3.926354,1,12,1,0
25,0,0,3.551381,4,14,1,0
64,0,0,4.085858,1,16,1,0
38,0,0,4.011147,1,12,1,0
41,0,0,3.947997,1,15,1,0
53,0,0,4.136828,1,16,1,0
26,0,0,3.507193,4,15,1,0
72,0,0,3.680431,1,12,1,0
85,0,0,,1,12,4,0
73,0,0,,1,8,4,0
47,0,0,,4,0,4,0
83,0,0,,1,10,4,0
70,0,0,4.382027,1,14,1,0
45,0,0,4.045708,1,14,1,0
44,0,0,4.08,1,11,1,0
21,0,0,,4,13,4,0
70,0,0,,3,16,4,0
61,0,0,,1,8,4,0
83,0,0,,1,12,4,0
21,0,0,2.978595,4,13,1,0
21,0,0,,4,12,4,0
78,0,0,,1,0,4,0
25,0,0,5.467612,4,19,1,0
17,0,0,,4,12,4,0
28,0,0,3.94706,4,17,1,0
61,0,0,,1,12,4,0
65,0,0,,1,11,4,0
44,0,0,,1,12,4,0
21,0,0,,4,13,4,0
25,0,0,3.132914,4,13,1,0
50,0,0,4.417074,1,12,1,0
30,0,2,3.016556,1,10,1,0
68,0,0,,1,12,4,0
65,0,0,4.886675,1,12,1,0
45,0,0,3.818698,1,18,1,0
21,0,0,3.45277,4,12,1,0
56,0,0,,1,4,4,0
27,0,0,4.077753,4,8,1,0
79,0,0,,1,5,4,0
28,0,0,3.681315,4,17,1,0
30,0,0,3.394633,1,13,1,0
69,0,0,,1,10,4,0
82,0,0,,1,8,4,0
29,0,2,,1,16,4,1
29,0,2,3.942142,1,15,1,0
77,0,0,,1,4,4,0
80,0,0,,1,10,4,0
68,0,0,,1,19,4,0
55,0,0,3.798928,4,13,1,0
21,0,0,3.367535,4,14,1,0
54,0,0,3.566829,1,11,1,0
21,0,0,3.234731,4,14,1,0
21,0,0,3.201074,4,12,1,0
64,0,0,,4,8,4,0
21,0,0,,4,12,4,0
49,0,0,4.635155,1,14,1,0
75,0,0,,1,8,4,0
55,0,0,3.780403,1,12,1,0
17,0,0,,4,11,4,0
15,0,0,,4,9,4,0
33,0,0,,4,16,4,0
25,0,0,3.899707,4,12,1,0
60,0,0,,1,9,4,0
43,0,0,4.244528,1,12,1,0
44,0,0,4.661447,1,18,1,0
60,0,0,3.894221,1,12,1,0
37,0,0,3.864733,5,10,1,0
56,0,0,3.994188,1,14,1,0
66,0,0,,1,14,4,0
64,0,0,4.969845,1,15,1,0
89,0,0,,1,4,4,0
58,0,0,,1,8,4,0
29,0,0,,2,8,4,0
30,0,0,3.286297,4,15,1,0
37,0,1,,1,10,4,0
56,0,0,3.75994,1,15,1,0
61,0,0,,1,19,4,0
77,0,0,3.768922,1,8,1,0
49,0,0,,1,10,4,0
17,0,0,,4,11,4,0
63,0,0,3.763266,1,8,1,0
21,0,0,,4,12,4,0
57,0,0,,2,11,4,0
21,0,0,,4,11,4,0
21,0,0,3.383725,4,14,1,0
47,0,0,,2,12,4,0
21,0,0,,4,12,4,0
64,0,0,3.435088,1,10,1,0
39,0,0,,4,12,4,0
69,0,0,,1,12,4,0
15,0,0,,4,9,4,0
44,0,0,3.324754,1,11,1,0
17,0,0,,4,11,4,0
21,0,0,,4,12,4,0
63,0,0,,1,12,4,0
32,0,1,4.135731,1,12,1,0
30,0,0,3.52426,4,12,1,0
58,0,0,3.84973,1,12,1,0
50,0,0,,1,8,4,0
21,0,0,,4,12,4,0
79,1,0,,1,20,4,0
36,0,0,3.429133,1,12,1,0
15,0,0,,4,10,4,0
21,0,0,3.83773,4,13,1,0
25,0,0,,4,12,4,0
57,0,0,3.313766,1,8,1,0
53,0,0,3.907509,1,12,1,0
53,0,0,3.271727,1,8,1,0
58,0,0,,1,11,4,0
72,0,0,,4,5,4,0
58,0,0,3.544935,1,8,1,0
40,0,0,,4,13,4,0
43,0,0,3.901603,4,13,1,0
78,0,0,,3,5,4,0
61,0,0,,1,24,4,1
55,0,0,3.916152,1,12,1,0
21,0,0,,4,10,4,0
34,0,0,,4,8,4,0
21,0,0,,4,9,4,0
39,0,2,3.392111,1,8,1,0
26,0,1,,1,14,4,1
66,0,0,,1,10,4,0
47,0,0,3.286729,4,10,1,0
40,0,0,3.18715,1,12,1,0
30,0,0,3.794269,2,12,1,0
84,0,0,,1,5,4,0
21,0,0,,4,14,4,0
48,0,0,4.337683,1,14,1,0
21,0,0,,4,14,4,0
67,0,0,3.59036,1,12,1,0
36,0,0,,4,15,4,0
44,0,0,3.341863,1,10,1,0
15,0,0,,4,10,4,0
44,0,0,2.966262,4,2,1,0
66,0,0,3.083244,1,15,1,0
53,0,0,,1,9,4,0
21,0,0,-.3081148,4,16,1,0
58,0,0,,1,11,4,0
31,0,0,,4,17,4,0
57,0,0,,1,11,4,0
61,0,0,,1,10,4,0
47,0,0,,1,10,4,0
21,0,0,3.03563,4,12,1,0
57,0,0,3.492838,1,16,1,0
66,0,0,4.884222,1,21,1,0
55,0,0,,1,12,4,0
35,0,1,3.75059,1,12,1,0
38,0,1,3.927959,1,12,1,0
21,0,0,,4,12,4,0
55,0,0,5.157568,1,12,1,0
60,0,0,,1,12,4,0
21,0,0,,4,12,4,0
58,0,0,3.727167,3,10,1,0
25,0,0,3.100082,4,13,1,0
59,0,0,3.420092,1,16,1,0
77,0,0,,3,17,4,0
64,0,0,3.163319,1,12,1,0
17,0,0,3.000927,4,12,1,0
47,0,0,3.880543,1,14,1,0
56,0,0,4.36426,1,12,1,0
29,0,0,3.307889,4,12,1,0
27,0,0,3.14633,1,12,1,0
45,0,0,,2,10,4,0
17,0,0,,4,12,4,0
45,0,0,3.367402,1,16,1,0
21,0,0,3.138147,4,12,1,0
29,0,2,3.970896,1,12,1,1
36,0,1,3.409019,2,13,1,0
60,0,0,4.508039,1,17,1,0
51,0,0,4.429008,1,14,1,0
21,0,0,,4,11,4,0
38,0,0,3.750364,5,12,1,0
36,0,0,4.110227,1,12,1,0
72,0,0,,2,17,4,0
86,0,0,,3,0,4,0
36,0,1,4.295155,1,14,1,0
26,0,0,3.07673,4,12,1,0
54,0,0,3.069046,1,12,1,0
27,0,0,3.076618,4,12,1,0
41,0,2,3.711084,1,14,1,0
52,0,0,4.499553,1,12,1,0
21,0,0,3.490823,4,12,1,0
49,0,0,3.952703,1,12,1,0
88,0,0,,1,10,4,0
32,0,1,4.579191,1,17,1,0
64,0,0,4.592913,1,16,1,0
53,0,0,3.417411,1,16,1,0
15,0,0,,4,10,4,0
55,0,0,4.080505,1,12,1,0
21,0,2,,4,10,4,0
21,0,0,,4,10,4,0
21,0,0,2.440438,4,12,1,0
44,0,0,,2,10,4,0
63,0,0,,1,13,4,0
65,0,0,,1,10,4,0
21,0,0,3.062721,4,12,1,0
21,0,0,,4,12,4,0
47,0,0,3.832536,1,12,1,0
21,0,0,3.283992,4,12,1,0
25,0,0,3.321758,4,12,1,0
21,0,0,,4,12,4,0
69,0,0,3.681927,2,12,1,0
49,0,0,3.474328,1,12,1,0
29,0,1,3.174619,1,15,1,0
61,0,1,4.362348,1,15,1,0
63,0,0,3.261599,1,16,1,0
98,0,0,,3,8,4,0
53,0,0,,1,17,4,0
21,0,0,,4,14,4,1
54,0,0,3.073196,1,11,1,0
68,0,0,3.787883,1,17,1,0
39,0,1,3.312715,1,12,1,0
45,0,1,,1,12,4,0
58,0,0,,1,19,4,0
31,0,2,3.497122,1,14,1,0
21,0,0,,4,12,4,0
16,0,0,1.773111,4,10,1,0
43,0,1,4.885702,1,16,1,0
21,0,0,,4,12,4,0
59,0,0,4.292861,1,13,1,0
21,0,0,,4,12,4,0
52,0,0,4.4098,1,16,1,0
44,0,2,4.33806,1,17,1,0
58,0,0,5.125383,1,16,1,0
16,0,0,,4,11,4,0
21,0,0,3.147571,4,13,1,0
57,0,0,4.414463,1,16,1,0
41,0,1,4.302504,1,16,1,0
92,0,0,3.167218,3,13,1,0
41,0,0,4.002646,4,18,1,0
77,0,0,,1,15,4,0
34,0,2,3.392274,1,17,1,0
54,0,0,3.205203,1,12,1,0
21,0,0,,4,12,4,0
44,0,0,3.723307,1,9,1,0
68,0,0,,1,10,4,0
37,0,1,3.982139,1,16,1,0
17,0,0,2.8523,4,12,1,0
53,0,0,3.727167,1,11,1,0
75,0,0,,1,12,4,0
36,0,0,5.115743,1,15,1,0
21,0,0,3.638086,4,14,1,0
53,0,0,3.678782,1,16,1,0
42,0,2,4.665501,1,17,1,0
25,0,0,3.370281,4,14,1,0
21,0,0,,4,12,4,0
88,0,0,,3,12,4,0
61,0,0,3.029136,1,14,1,0
80,0,0,6.14714,1,12,1,0
30,0,0,4.355372,1,15,1,0
57,0,0,4.485654,1,17,1,0
36,0,1,4.943126,1,16,1,0
73,0,0,,1,12,4,0
21,0,0,3.830873,4,13,1,0
21,0,0,,4,12,4,0
54,0,0,4.591737,1,15,1,0
62,0,0,4.603822,1,16,1,0
26,0,0,3.397684,4,13,1,0
73,0,0,,1,11,4,0
59,0,0,5.14111,1,15,1,0
34,0,2,4.673585,1,18,1,0
61,0,0,,1,10,4,0
82,0,0,,1,12,4,0
21,0,0,3.582203,4,12,1,0
40,0,1,4.476007,1,18,1,0
71,0,0,,1,17,4,0
27,0,0,2.912545,1,16,1,0
58,0,0,5.242663,1,12,1,0
78,0,0,,1,22,4,0
78,0,0,,1,6,4,0
60,0,0,4.353724,1,17,1,0
32,0,0,,4,23,4,0
21,0,0,,4,12,4,0
46,0,0,4.88091,1,20,1,0
21,0,0,3.888605,4,12,1,0
33,0,0,,4,18,4,0
16,0,0,,4,11,4,0
56,0,0,3.38262,1,12,1,0
21,0,0,,4,12,4,0
48,0,0,4.487272,1,13,1,0
15,0,0,,4,10,4,0
21,0,0,3.288884,4,13,1,0
15,0,0,,4,9,4,0
66,0,0,3.536363,1,11,1,0
45,0,0,3.706809,4,13,1,0
76,0,0,,1,12,4,0
62,0,0,3.369126,1,6,1,0
32,0,1,3.154391,1,12,1,0
29,0,1,3.553532,1,12,1,0
49,0,0,,1,12,4,0
36,0,0,3.933067,1,12,1,0
44,0,1,4.772844,1,16,1,0
33,0,0,4.667483,4,16,1,0
44,0,0,3.138092,4,13,1,0
67,0,0,,1,16,4,0
67,0,0,,3,16,4,0
32,0,1,4.633106,1,15,1,0
36,0,1,4.033566,1,15,1,0
81,0,0,,1,15,4,0
68,0,0,3.419577,1,27,1,0
86,0,0,,1,9,4,0
37,0,0,4.88462,2,18,1,0
52,0,0,4.80932,1,17,1,0
17,0,0,,4,12,4,0
73,0,0,,1,20,4,0
73,0,0,3.634787,1,12,1,0
51,0,0,,1,12,4,0
25,0,0,4.10975,4,14,1,0
16,0,0,,4,11,4,0
21,0,0,3.671798,4,12,1,0
26,0,0,3.27685,4,12,1,1
60,0,0,,1,12,4,0
27,0,0,3.070047,4,14,1,0
17,0,0,,4,11,4,0
46,0,0,3.489414,1,12,1,0
54,0,0,3.886385,2,18,1,0
53,0,0,4.530387,1,18,1,0
30,0,0,3.817636,4,14,1,0
66,0,0,5.058582,2,16,1,0
32,0,0,4.418405,1,19,1,0
51,0,0,5.312284,1,15,1,0
21,0,0,2.95245,4,13,1,0
15,0,0,,4,10,4,0
66,0,0,,1,18,4,0
28,0,0,3.226973,4,15,1,0
21,0,0,,4,12,4,0
53,0,0,3.868097,1,20,1,0
16,0,0,,4,11,4,0
57,0,0,3.165595,1,14,1,0
21,0,0,2.70882,4,12,1,0
54,0,0,3.57106,1,12,1,0
33,0,2,,1,8,4,0
48,1,0,3.449438,1,16,1,0
55,1,0,3.694493,1,8,1,0
21,1,0,3.370984,4,16,1,0
29,0,1,3.534793,1,16,1,0
62,0,0,,4,8,4,0
47,0,0,3.351079,1,12,1,0
29,0,0,,1,12,4,0
58,0,0,3.365542,1,10,1,0
21,0,0,,4,12,4,0
48,0,0,3.152766,1,5,1,0
21,0,0,,4,12,4,0
21,0,0,2.834774,4,12,1,0
66,0,0,,1,10,4,0
21,0,0,3.547897,4,12,1,0
53,1,0,3.26027,1,3,1,0
37,0,1,4.489233,1,18,1,0
46,0,0,3.489768,4,16,1,0
49,0,0,,1,9,4,0
21,0,0,,4,11,4,0
25,0,0,3.220367,4,12,1,0
25,0,1,,1,10,4,0
46,0,1,,1,12,4,0
21,0,1,,4,10,4,0
71,0,0,,4,11,4,0
60,0,0,,2,9,4,0
40,0,0,3.921035,1,13,1,0
54,0,0,4.465906,1,15,1,0
81,0,0,,2,16,4,0
77,0,0,,1,13,4,0
53,0,0,3.697312,2,16,1,0
21,0,0,2.786385,4,10,1,0
21,0,0,,4,9,4,0
53,0,0,3.295097,1,12,1,0
33,0,1,3.220764,1,12,1,0
58,0,1,,1,0,4,0
32,0,1,3.244163,4,12,1,0
21,0,1,3.738561,4,12,1,0
25,0,1,,4,16,4,0
28,0,1,3.393038,1,14,1,0
31,0,1,,1,12,4,0
55,0,1,,1,10,4,0
21,0,1,,4,12,4,0
21,0,1,,4,13,4,0
21,0,0,,4,13,4,1
35,1,0,3.093559,1,12,1,0
39,0,2,,4,10,4,0
34,0,2,3.429133,1,12,1,0
62,0,2,3.138769,1,8,1,0
35,0,2,4.166003,1,12,1,0
50,0,0,4.57099,1,12,1,0
16,0,0,,4,11,4,0
44,0,0,4.0336,1,10,1,0
26,0,1,3.47007,1,12,1,0
75,0,0,,1,16,4,0
16,0,0,,4,11,4,0
16,0,0,,4,9,4,0
42,0,0,4.118868,2,8,1,0
60,0,0,,1,20,4,0
36,0,1,3.438266,1,12,1,0
27,0,1,3.631398,1,13,1,0
15,0,0,,4,9,4,0
41,0,0,3.735027,1,12,1,0
34,0,0,4.132607,2,16,1,0
80,0,0,,3,21,4,0
65,0,0,3.52547,3,10,1,0
50,0,0,2.894554,1,8,1,0
42,0,1,4.633904,1,11,1,0
81,0,0,,3,0,4,0
72,0,0,,1,3,4,0
74,0,0,,1,12,4,0
49,0,0,4.713463,1,12,1,0
68,0,0,,4,20,4,0
52,0,0,3.55726,1,12,1,0
16,0,0,,4,10,4,0
39,0,1,4.457351,1,14,1,0
78,0,0,,1,15,4,0
60,0,0,3.554211,1,14,1,0
58,0,0,3.644209,1,14,1,0
73,0,0,,1,16,4,0
76,0,0,,3,0,4,0
38,0,1,,1,8,4,0
36,0,0,,4,8,4,0
46,0,0,,4,12,4,0
73,0,0,,1,8,4,0
29,0,2,3.224679,1,17,1,0
63,0,0,3.034797,1,16,1,0
41,0,1,3.417066,1,12,1,0
51,0,0,,1,11,4,0
21,0,0,,4,14,4,0
53,0,0,3.472989,1,12,1,0
15,0,1,,4,9,4,0
21,0,0,,4,12,4,0
43,0,0,3.511741,1,17,1,0
47,0,0,,4,8,4,0
17,0,0,,4,11,4,0
76,0,0,,1,11,4,0
63,0,0,,1,15,4,0
35,0,0,3.503204,4,11,1,0
38,0,0,3.173199,4,2,1,0
50,0,1,3.778558,1,10,1,0
69,0,0,3.020141,1,17,1,0
51,0,0,,4,10,4,0
44,0,0,3.35552,4,12,1,0
42,0,0,3.222513,4,12,1,0
38,0,0,3.922489,1,13,1,0
30,0,0,3.3396,1,16,1,0
39,0,2,3.849716,1,12,1,0
40,0,1,4.234709,1,12,1,0
57,0,1,4.411835,1,12,1,0
28,0,1,3.837115,1,12,1,0
42,0,0,4.276875,1,15,1,0
38,0,1,4.106891,1,16,1,0
47,0,0,4.098271,1,19,1,0
21,0,0,3.661566,4,12,1,0
21,0,0,3.402187,4,13,1,0
40,0,1,3.953994,1,19,1,0
21,0,0,,4,12,4,0
45,0,0,4.583123,1,14,1,0
21,0,0,,4,12,4,0
58,1,0,4.075696,1,18,1,0
74,0,0,,1,14,4,0
76,0,0,,1,18,4,0
87,0,0,,1,8,4,0
48,0,0,3.90106,1,12,1,0
21,0,0,,4,9,4,0
49,0,0,3.464039,1,0,1,0
21,0,0,,4,9,4,0
21,0,0,3.991651,4,12,1,0
33,0,1,3.980769,4,12,1,0
40,0,1,,1,14,4,0
73,0,0,,1,20,4,0
81,0,0,,1,10,4,0
77,0,0,,1,4,4,0
21,0,0,,4,16,4,0
21,0,0,,4,11,4,0
21,0,1,,4,11,4,0
39,0,1,,1,10,4,0
51,0,0,2.978892,1,10,1,0
21,0,0,,4,12,4,0
32,0,0,3.246841,4,12,1,0
21,0,0,3.018,4,0,1,0
25,0,0,,4,10,4,0
32,0,1,3.745448,1,10,1,0
48,0,0,3.474804,1,12,1,0
21,0,0,,4,15,4,0
36,0,1,4.414896,1,18,1,0
60,0,0,,1,15,4,0
57,0,0,,1,12,4,0
82,0,0,,1,14,4,0
36,0,1,4.59846,1,18,1,0
43,0,0,3.081945,1,13,1,0
29,0,0,3.466746,4,12,1,0
56,0,0,3.468587,1,13,1,0
43,0,0,3.678432,1,11,1,0
17,0,0,3.372431,4,12,1,0
73,0,0,,1,12,4,0
73,0,0,,1,0,4,0
48,0,0,3.634787,1,12,1,0
21,0,0,,4,12,4,0
21,0,0,2.630362,4,12,1,0
67,0,0,,1,7,4,0
57,0,0,4.004845,1,12,1,0
25,0,0,3.3116,1,12,1,0
21,0,0,,4,12,4,0
52,0,0,3.812113,1,12,1,0
44,0,0,3.729886,1,12,1,0
75,0,0,,3,10,4,0
58,0,0,3.108937,1,14,1,0
15,0,0,,4,9,4,1
21,0,0,2.987228,4,10,1,0
60,0,0,,3,11,4,0
65,0,0,,1,0,4,0
17,0,0,,4,12,4,0
25,0,0,3.148673,1,13,1,0
21,0,0,,4,12,4,0
50,0,0,4.329146,1,15,1,0
69,0,0,,1,10,4,0
87,0,0,,5,18,4,0
28,0,0,3.516364,4,13,1,0
30,0,0,3.616458,4,13,1,0
47,0,0,3.649567,1,12,1,0
21,0,0,,4,12,4,0
21,0,0,3.017332,4,15,1,0
15,0,0,,4,10,4,0
15,0,0,,4,9,4,0
29,0,1,3.691186,1,12,1,0
30,0,1,4.368918,1,19,1,0
65,0,0,,1,13,4,0
80,0,0,,1,5,4,0
73,0,0,,1,15,4,0
21,0,0,,4,12,4,0
21,0,0,,4,12,4,0
59,0,0,4.652677,1,22,1,0
25,0,1,3.492019,4,12,1,0
31,0,1,3.500469,1,18,1,0
21,0,0,,4,15,4,0
64,0,0,4.386124,1,15,1,0
53,0,0,4.673838,2,12,1,0
37,0,3,4.14829,1,14,1,0
73,0,1,3.095302,3,17,1,0
44,0,1,3.364505,1,12,1,0
40,0,0,,2,12,4,0
65,0,0,4.040333,1,12,1,0
80,0,0,1.643339,3,15,1,0
76,0,0,,1,12,4,0
33,0,1,3.773589,1,15,1,0
72,0,0,,1,15,4,0
28,0,0,3.861702,4,16,1,0
15,0,1,,4,9,4,0
41,0,1,3.39075,1,14,1,0
27,0,2,3.06625,4,12,1,0
44,0,0,,1,12,4,0
75,0,0,,3,18,4,0
78,0,0,,3,9,4,0
26,0,0,3.343686,1,12,1,0
69,0,0,,1,10,4,0
64,0,0,2.92744,2,23,1,0
57,0,0,3.014201,1,13,1,0
42,0,0,3.587843,1,12,1,0
41,0,0,4.37294,1,14,1,0
82,0,0,,3,19,4,0
30,0,0,3.996757,1,12,1,0
38,0,2,4.299832,1,19,1,0
51,0,1,3.817072,1,13,1,0
74,0,1,,3,0,4,0
42,0,1,4.733399,1,16,1,0
31,0,1,,1,14,4,0
38,0,2,3.138602,1,10,1,0
37,0,1,3.699345,1,12,1,0
37,0,2,4.547115,1,16,1,0
59,0,0,4.219248,1,12,1,0
45,0,0,3.726772,1,12,1,0
59,0,0,3.949841,1,12,1,0
42,0,0,4.333391,1,15,1,0
36,0,1,3.681927,1,12,1,0
39,0,0,4.847816,1,16,1,0
33,0,2,4.893044,1,16,1,0
21,0,0,,4,13,4,0
25,0,0,3.348422,4,12,1,0
54,0,0,3.662177,1,12,1,0
55,0,0,4.068684,1,10,1,0
21,0,0,,4,13,4,0
65,0,0,4.760811,1,16,1,0
15,0,0,,4,9,4,0
45,0,0,4.413164,1,16,1,0
43,0,0,4.739977,1,18,1,0
31,0,1,3.374477,1,12,1,0
65,0,0,3.931312,1,14,1,0
40,0,1,3.919157,1,14,1,0
59,0,0,5.243615,1,17,1,0
21,0,0,,4,12,4,0
70,0,0,,1,13,4,0
61,0,0,3.953058,1,8,1,0
21,0,0,3.668759,4,15,1,0
25,0,0,3.171295,4,12,1,0
21,0,0,2.65347,4,12,1,0
59,0,0,4.138927,1,12,1,0
27,0,1,3.723772,4,12,1,0
37,0,1,3.628183,1,12,1,0
43,0,1,4.775488,1,18,1,0
21,0,0,3.563726,4,12,1,0
39,0,2,3.496739,1,15,1,0
41,0,0,,2,14,4,0
35,0,1,3.739867,1,15,1,0
32,0,0,4.722651,1,20,1,0
38,0,1,4.402174,1,16,1,0
38,0,1,,4,10,4,0
28,0,1,3.626818,1,12,1,0
61,0,1,,1,16,4,0
83,0,1,,1,0,4,0
16,0,0,,4,11,4,0
43,0,0,4.880507,1,17,1,0
64,1,0,,1,7,4,0
21,1,0,3.077949,4,12,1,0
48,1,0,3.170374,1,12,1,0
43,1,0,2.805586,1,6,1,0
17,1,0,,4,11,4,0
16,1,0,,4,10,4,0
74,1,0,,1,7,4,0
25,1,0,,4,16,4,0
55,1,0,4.825963,1,18,1,0
72,1,0,,1,9,4,0
30,1,1,3.498733,1,14,1,0
55,1,0,,1,12,4,0
21,1,0,2.939117,4,12,1,0
21,1,0,2.805586,4,12,1,0
35,1,1,,1,12,4,0
37,1,1,,1,8,4,0
29,1,1,2.915749,1,12,1,0
70,1,0,,1,8,4,0
52,1,0,2.971266,1,9,1,0
16,1,0,,4,11,4,0
21,1,0,2.802399,4,8,1,0
21,1,0,2.956264,4,12,1,0
49,1,0,3.192946,1,9,1,0
45,1,0,,1,10,4,0
17,1,0,,4,12,4,0
21,1,0,,4,12,4,0
43,1,0,,1,9,4,0
16,1,0,,4,10,4,0
15,1,0,,4,9,4,0
27,1,0,3.910675,4,15,1,0
29,1,0,3.910675,4,18,1,0
58,1,0,3.975858,1,12,1,0
42,1,0,3.268802,1,11,1,0
17,1,0,,4,11,4,0
62,1,0,,1,8,4,0
41,1,0,,1,9,4,0
53,1,0,3.618163,1,12,1,0
21,1,0,2.918457,4,13,1,0
27,1,2,3.081179,1,8,1,0
60,1,0,,1,12,4,0
53,1,0,3.3285,1,12,1,0
21,1,0,,4,12,4,0
26,1,0,2.961771,4,12,1,0
42,1,0,3.275007,1,8,1,0
16,1,0,,4,10,4,0
21,1,0,,4,13,4,0
55,1,0,3.275007,1,8,1,0
25,1,0,3.074397,4,8,1,0
45,1,0,2.979776,1,12,1,0
46,1,0,3.179624,1,7,1,0
21,1,0,,4,13,4,0
21,1,0,3.138852,4,11,1,0
64,1,0,,4,4,4,0
43,1,2,2.487278,1,8,1,0
52,1,0,2.537971,1,12,1,0
21,1,0,3.071056,4,12,1,0
15,1,0,,4,10,4,0
40,1,0,3.567726,1,15,1,0
46,1,0,2.971923,1,3,1,0
16,1,0,,4,11,4,0
49,1,0,,1,17,4,0
21,1,0,3.001059,4,13,1,0
21,1,0,,4,14,4,0
16,1,0,,4,11,4,0
26,1,0,3.186804,4,12,1,0
52,1,0,,3,12,4,0
39,1,0,3.879852,1,15,1,0
33,1,2,4.053975,1,15,1,0
80,1,0,,3,8,4,0
59,1,0,,1,15,4,0
75,1,0,,3,15,4,0
51,1,0,2.953273,1,6,1,0
34,1,2,3.36258,1,10,1,0
57,1,0,4.310794,1,12,1,0
27,1,0,3.377471,1,12,1,0
16,1,0,,4,11,4,0
21,1,0,,4,16,4,0
68,1,0,4.283228,1,12,1,0
75,1,0,,1,0,4,0
44,1,0,,1,8,4,0
15,1,0,,4,10,4,0
38,1,1,2.979043,1,8,1,0
15,1,1,,4,10,4,0
69,1,0,,1,8,4,0
34,1,0,3.839276,4,16,1,0
48,1,0,,2,4,4,0
35,1,1,2.746251,1,7,1,0
78,1,0,,1,7,4,0
35,1,0,3.3679,1,12,1,0
38,1,2,2.961273,1,11,1,0
51,1,0,2.958031,1,12,1,0
81,1,0,,5,4,4,0
39,1,0,3.249391,1,7,1,0
